ID;input1;input2;input3;input4;input5;input6;input7;input8;input9;output1;output2
1479;-0.956487;0.867933;0.162311;0.682405;-0.856206;1006141;0.237949;1536326;-0.437789;15851631;-29298113
1480;-0.992035;0.585344;0.60099;-0.288477;-1015517;0.86473;1861293;-0.067415;-0.102334;13809762;-30055627
1481;-0.055985;0.5783;1185336;0.403211;0.168609;0.280238;1814798;1038759;0.133226;11601634;-30833066
1482;0.641498;-0.55991;1827467;-0.553543;0.206111;-0.769618;1368964;0.082218;1145141;8243517;-30750467
1483;0.994296;-0.768264;-0.137248;-0.897651;1517566;-1251783;-0.370089;-1136504;0.084605;471185;-18904031
1484;-1192581;1758579;-1876738;1558742;-1571801;0.552791;-0.523394;-0.154063;-1623681;23353206;-27228888
1485;-0.201595;-1012986;0.696826;-130866;1163593;-0.936789;-0.513126;-0.731751;0.951927;4880289;-19694644
1486;-0.563853;1018729;-0.614409;1045866;-1521145;1493825;0.441664;1596894;-1522201;17921104;-284908
1487;158885;-0.780082;0.63155;-0.848453;0.745767;-0.789969;0.135492;-0.739502;0.807012;4446426;-24616775
1488;-0.05541;-0.389189;1266899;1185345;0.067729;0.549779;1254178;-1132311;0.798819;10654978;-31277454
1489;1589704;-190002;0.415666;-1010273;1494894;-1407505;-1226479;-1350128;-0.010998;4982587;-164449
1490;0.22256;0.171394;2338296;0.21536;0.29786;0.131239;0.61909;0.448008;0.134578;10887319;-3049842
1491;1484195;-16164;-0.30885;-0.448055;0.903576;-0.823968;-0.213782;-1155141;0.681062;4286232;-23027878
1492;-1701126;0.88336;-0.332723;-0.762716;-1275077;122605;0.032551;0.518337;-139578;18453878;-28434854
